sample_id,repo_slug,PrimaryCategory,Category,CategorySet,Project URL,SHA Detected,Module Path,Fully-Qualified Test Name (packageName.ClassName.methodName),test_class,test_simple_class,test_method,maven_test_selector,pipeline_status,pipeline_failure_class,remote_repo_dir,remote_module_dir,validated_module_path,validated_test_identifier,validated_maven_test_selector,validation_log_path,validation_elapsed_seconds,IsCompositeCategory,pipeline_updated_at,test_file_candidates_json,test_file_found,validation_command,validation_ok,validation_returncode,validation_stage,validation_timed_out
Adyen__adyen-java-api-library__34f27a535372,Adyen/adyen-java-api-library,ID,ID,"[""ID""]",https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestSepaDirectDebitDetailsSerialization,com.adyen.CheckoutTest,CheckoutTest,TestSepaDirectDebitDetailsSerialization,CheckoutTest#TestSepaDirectDebitDetailsSerialization,verified_feasible,,data/worktrees/idoft/Adyen__adyen-java-api-library__34f27a535372/repo,data/worktrees/idoft/Adyen__adyen-java-api-library__34f27a535372/repo,.,com.adyen.CheckoutTest.TestSepaDirectDebitDetailsSerialization,CheckoutTest#TestSepaDirectDebitDetailsSerialization,runs/logs/build_smoke_pipeline/Adyen__adyen-java-api-library__34f27a535372.log,8.75,false,2026-05-26T17:19:42.442705+00:00,"[""data/worktrees/idoft/Adyen__adyen-java-api-library__34f27a535372/repo/src/test/java/com/adyen/CheckoutTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=CheckoutTest#TestSepaDirectDebitDetailsSerialization test,True,0,build,False
Adyen__adyen-java-api-library__36a633a9073e,Adyen/adyen-java-api-library,ID,ID,"[""ID""]",https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestGenericIssuerPaymentMethodDetails,com.adyen.CheckoutTest,CheckoutTest,TestGenericIssuerPaymentMethodDetails,CheckoutTest#TestGenericIssuerPaymentMethodDetails,verified_feasible,,data/worktrees/idoft/Adyen__adyen-java-api-library__36a633a9073e/repo,data/worktrees/idoft/Adyen__adyen-java-api-library__36a633a9073e/repo,.,com.adyen.CheckoutTest.TestGenericIssuerPaymentMethodDetails,CheckoutTest#TestGenericIssuerPaymentMethodDetails,runs/logs/build_smoke_pipeline/Adyen__adyen-java-api-library__36a633a9073e.log,8.68,false,2026-05-26T17:04:56.176558+00:00,"[""data/worktrees/idoft/Adyen__adyen-java-api-library__36a633a9073e/repo/src/test/java/com/adyen/CheckoutTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=CheckoutTest#TestGenericIssuerPaymentMethodDetails test,True,0,build,False
Adyen__adyen-java-api-library__39171070bfdb,Adyen/adyen-java-api-library,ID,ID,"[""ID""]",https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestIdealDetailsSerialization,com.adyen.CheckoutTest,CheckoutTest,TestIdealDetailsSerialization,CheckoutTest#TestIdealDetailsSerialization,verified_feasible,,data/worktrees/idoft/Adyen__adyen-java-api-library__39171070bfdb/repo,data/worktrees/idoft/Adyen__adyen-java-api-library__39171070bfdb/repo,.,com.adyen.CheckoutTest.TestIdealDetailsSerialization,CheckoutTest#TestIdealDetailsSerialization,runs/logs/build_smoke_pipeline/Adyen__adyen-java-api-library__39171070bfdb.log,8.75,false,2026-05-26T17:05:11.379001+00:00,"[""data/worktrees/idoft/Adyen__adyen-java-api-library__39171070bfdb/repo/src/test/java/com/adyen/CheckoutTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=CheckoutTest#TestIdealDetailsSerialization test,True,0,build,False
Adyen__adyen-java-api-library__4bb67bedebf3,Adyen/adyen-java-api-library,ID,ID,"[""ID""]",https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestBlikDetailsSerialization,com.adyen.CheckoutTest,CheckoutTest,TestBlikDetailsSerialization,CheckoutTest#TestBlikDetailsSerialization,verified_feasible,,data/worktrees/idoft/Adyen__adyen-java-api-library__4bb67bedebf3/repo,data/worktrees/idoft/Adyen__adyen-java-api-library__4bb67bedebf3/repo,.,com.adyen.CheckoutTest.TestBlikDetailsSerialization,CheckoutTest#TestBlikDetailsSerialization,runs/logs/build_smoke_pipeline/Adyen__adyen-java-api-library__4bb67bedebf3.log,9.5,false,2026-05-26T17:03:56.278041+00:00,"[""data/worktrees/idoft/Adyen__adyen-java-api-library__4bb67bedebf3/repo/src/test/java/com/adyen/CheckoutTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=CheckoutTest#TestBlikDetailsSerialization test,True,0,build,False
Adyen__adyen-java-api-library__55be6473f04f,Adyen/adyen-java-api-library,ID,ID,"[""ID""]",https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestPayUUpiDetailsSerialization,com.adyen.CheckoutTest,CheckoutTest,TestPayUUpiDetailsSerialization,CheckoutTest#TestPayUUpiDetailsSerialization,verified_feasible,,data/worktrees/idoft/Adyen__adyen-java-api-library__55be6473f04f/repo,data/worktrees/idoft/Adyen__adyen-java-api-library__55be6473f04f/repo,.,com.adyen.CheckoutTest.TestPayUUpiDetailsSerialization,CheckoutTest#TestPayUUpiDetailsSerialization,runs/logs/build_smoke_pipeline/Adyen__adyen-java-api-library__55be6473f04f.log,9.39,false,2026-05-26T17:06:26.576836+00:00,"[""data/worktrees/idoft/Adyen__adyen-java-api-library__55be6473f04f/repo/src/test/java/com/adyen/CheckoutTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=CheckoutTest#TestPayUUpiDetailsSerialization test,True,0,build,False
Adyen__adyen-java-api-library__5832cd3c58bc,Adyen/adyen-java-api-library,ID,ID,"[""ID""]",https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestMasterPassDetailsSerialization,com.adyen.CheckoutTest,CheckoutTest,TestMasterPassDetailsSerialization,CheckoutTest#TestMasterPassDetailsSerialization,verified_feasible,,data/worktrees/idoft/Adyen__adyen-java-api-library__5832cd3c58bc/repo,data/worktrees/idoft/Adyen__adyen-java-api-library__5832cd3c58bc/repo,.,com.adyen.CheckoutTest.TestMasterPassDetailsSerialization,CheckoutTest#TestMasterPassDetailsSerialization,runs/logs/build_smoke_pipeline/Adyen__adyen-java-api-library__5832cd3c58bc.log,9.53,false,2026-05-26T17:05:42.736564+00:00,"[""data/worktrees/idoft/Adyen__adyen-java-api-library__5832cd3c58bc/repo/src/test/java/com/adyen/CheckoutTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=CheckoutTest#TestMasterPassDetailsSerialization test,True,0,build,False
Adyen__adyen-java-api-library__5c3fbb2fef75,Adyen/adyen-java-api-library,ID,ID,"[""ID""]",https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.NotificationTest.testGsonAndJacksonSerializeNotificationRequest,com.adyen.NotificationTest,NotificationTest,testGsonAndJacksonSerializeNotificationRequest,NotificationTest#testGsonAndJacksonSerializeNotificationRequest,verified_feasible,,data/worktrees/idoft/Adyen__adyen-java-api-library__5c3fbb2fef75/repo,data/worktrees/idoft/Adyen__adyen-java-api-library__5c3fbb2fef75/repo,.,com.adyen.NotificationTest.testGsonAndJacksonSerializeNotificationRequest,NotificationTest#testGsonAndJacksonSerializeNotificationRequest,runs/logs/build_smoke_pipeline/Adyen__adyen-java-api-library__5c3fbb2fef75.log,8.63,false,2026-05-26T17:21:22.766776+00:00,"[""data/worktrees/idoft/Adyen__adyen-java-api-library__5c3fbb2fef75/repo/src/test/java/com/adyen/NotificationTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=NotificationTest#testGsonAndJacksonSerializeNotificationRequest test,True,0,build,False
Adyen__adyen-java-api-library__5ff3d4fc4cc5,Adyen/adyen-java-api-library,ID,ID,"[""ID""]",https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestBacsDirectDebitDetailsSerialization,com.adyen.CheckoutTest,CheckoutTest,TestBacsDirectDebitDetailsSerialization,CheckoutTest#TestBacsDirectDebitDetailsSerialization,verified_feasible,,data/worktrees/idoft/Adyen__adyen-java-api-library__5ff3d4fc4cc5/repo,data/worktrees/idoft/Adyen__adyen-java-api-library__5ff3d4fc4cc5/repo,.,com.adyen.CheckoutTest.TestBacsDirectDebitDetailsSerialization,CheckoutTest#TestBacsDirectDebitDetailsSerialization,runs/logs/build_smoke_pipeline/Adyen__adyen-java-api-library__5ff3d4fc4cc5.log,9.88,false,2026-05-26T17:03:41.319019+00:00,"[""data/worktrees/idoft/Adyen__adyen-java-api-library__5ff3d4fc4cc5/repo/src/test/java/com/adyen/CheckoutTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=CheckoutTest#TestBacsDirectDebitDetailsSerialization test,True,0,build,False
Adyen__adyen-java-api-library__65b68134dfaa,Adyen/adyen-java-api-library,ID,ID,"[""ID""]",https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestEcontextVoucherDetailsSerialization,com.adyen.CheckoutTest,CheckoutTest,TestEcontextVoucherDetailsSerialization,CheckoutTest#TestEcontextVoucherDetailsSerialization,verified_feasible,,data/worktrees/idoft/Adyen__adyen-java-api-library__65b68134dfaa/repo,data/worktrees/idoft/Adyen__adyen-java-api-library__65b68134dfaa/repo,.,com.adyen.CheckoutTest.TestEcontextVoucherDetailsSerialization,CheckoutTest#TestEcontextVoucherDetailsSerialization,runs/logs/build_smoke_pipeline/Adyen__adyen-java-api-library__65b68134dfaa.log,9.18,false,2026-05-26T17:04:25.815988+00:00,"[""data/worktrees/idoft/Adyen__adyen-java-api-library__65b68134dfaa/repo/src/test/java/com/adyen/CheckoutTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=CheckoutTest#TestEcontextVoucherDetailsSerialization test,True,0,build,False
Adyen__adyen-java-api-library__6d19be1b51a6,Adyen/adyen-java-api-library,ID,ID,"[""ID""]",https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestVippsDetailsSerialization,com.adyen.CheckoutTest,CheckoutTest,TestVippsDetailsSerialization,CheckoutTest#TestVippsDetailsSerialization,verified_feasible,,data/worktrees/idoft/Adyen__adyen-java-api-library__6d19be1b51a6/repo,data/worktrees/idoft/Adyen__adyen-java-api-library__6d19be1b51a6/repo,.,com.adyen.CheckoutTest.TestVippsDetailsSerialization,CheckoutTest#TestVippsDetailsSerialization,runs/logs/build_smoke_pipeline/Adyen__adyen-java-api-library__6d19be1b51a6.log,8.8,false,2026-05-26T17:20:25.088904+00:00,"[""data/worktrees/idoft/Adyen__adyen-java-api-library__6d19be1b51a6/repo/src/test/java/com/adyen/CheckoutTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=CheckoutTest#TestVippsDetailsSerialization test,True,0,build,False
Adyen__adyen-java-api-library__6f252eed810f,Adyen/adyen-java-api-library,ID,ID,"[""ID""]",https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestEncryptedPaymentMethodDetails,com.adyen.CheckoutTest,CheckoutTest,TestEncryptedPaymentMethodDetails,CheckoutTest#TestEncryptedPaymentMethodDetails,verified_feasible,,data/worktrees/idoft/Adyen__adyen-java-api-library__6f252eed810f/repo,data/worktrees/idoft/Adyen__adyen-java-api-library__6f252eed810f/repo,.,com.adyen.CheckoutTest.TestEncryptedPaymentMethodDetails,CheckoutTest#TestEncryptedPaymentMethodDetails,runs/logs/build_smoke_pipeline/Adyen__adyen-java-api-library__6f252eed810f.log,8.58,false,2026-05-26T17:04:39.998996+00:00,"[""data/worktrees/idoft/Adyen__adyen-java-api-library__6f252eed810f/repo/src/test/java/com/adyen/CheckoutTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=CheckoutTest#TestEncryptedPaymentMethodDetails test,True,0,build,False
Adyen__adyen-java-api-library__7ba8b0f0c8b1,Adyen/adyen-java-api-library,ID,ID,"[""ID""]",https://github.com/Adyen/adyen-java-api-library,6fb5cd049b57a22d2ec4465d204c15f1c90dd325,.,com.adyen.CheckoutTest.TestDotpayDetailsSerialization,com.adyen.CheckoutTest,CheckoutTest,TestDotpayDetailsSerialization,CheckoutTest#TestDotpayDetailsSerialization,verified_feasible,,data/worktrees/idoft/Adyen__adyen-java-api-library__7ba8b0f0c8b1/repo,data/worktrees/idoft/Adyen__adyen-java-api-library__7ba8b0f0c8b1/repo,.,com.adyen.CheckoutTest.TestDotpayDetailsSerialization,CheckoutTest#TestDotpayDetailsSerialization,runs/logs/build_smoke_pipeline/Adyen__adyen-java-api-library__7ba8b0f0c8b1.log,9.14,false,2026-05-26T17:04:11.028027+00:00,"[""data/worktrees/idoft/Adyen__adyen-java-api-library__7ba8b0f0c8b1/repo/src/test/java/com/adyen/CheckoutTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=CheckoutTest#TestDotpayDetailsSerialization test,True,0,build,False
